Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xA,KP,Last_Third,PPA,CrsPA,Prog,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Press,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Height_Ground,Height_Low,Height_High,Body_Parts_Left,Body_Parts_Right,Body_Parts_Head,Body_Parts_TI,Body_Parts_Other,Outcomes_Cmp,Outcomes_Off,Outcomes_Out,Outcomes_Int,Outcomes_Blocks,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Succ%,Dribbles_#Pl,Dribbles_Megs,Carries_Carries,Carries_TotDist,Carries_PrgDist,Receiving_Targ,Receiving_Rec,Receiving_Rec_Pct,Miscon,Dispos
Abdelhamid Sabiri,de GER,MF,Paderborn 07,de Bundesliga,22,1996,10.7,29.5,37.9,78,588.3,143.6,1.12,2.34,48,20.9,24.4,85.8,7.48,11.1,67.2,0.09,0.04,0.06,0.65,3.36,0.28,0,3.27,37.9,36.4,1.5,1.31,0,9.63,1.87,0.28,0,0,0,0,24.3,6.26,7.29,4.67,29.4,1.78,0.19,0.09,29.5,0,0.75,0.56,1.21,53.7,2.9,12.1,32.1,12.4,1.5,51.8,2.99,4.95,60.4,3.18,2,38.3,196.4,90.9,42.8,395,86.2,1.78,2.15
Abdoulaye Doucouré,fr FRA,MF,Watford,eng Premier League,26,1993,28,38.5,48.6,79.3,648.7,140.2,1.21,3.14,38.6,30.5,36.6,83.3,6.79,8.82,76.9,0.07,0.09,-0.02,1.14,3.46,0.79,0.14,3.32,48.6,48.2,0.39,0.29,0.04,10.5,0.75,0.64,0.04,0,0,0,34.5,8.64,5.39,7.71,37.5,2.11,0,0.18,38.5,0.11,0.64,0.86,1.79,60.6,2.18,12.2,33,19.7,3.11,60.3,1.43,2.32,61.5,1.5,2,42,219.1,119.5,47.1,1124,85.3,1.21,1.32
Abdoulaye Touré,fr FRA,MF,Nantes,fr Ligue 1,25,1994,24.7,46,54.2,84.8,856.8,169.7,0.93,1.82,51.1,35.1,40.2,87.5,9.88,12.2,80.8,0,0.03,-0.03,0.69,4.7,0.36,0.08,4.05,54.2,53.7,0.53,0.45,0.08,11.4,1.62,0.32,0,0,0,0,41.1,6.92,6.15,10.9,39.1,2.96,0.08,0.24,46,0.12,1.01,1.34,0.89,65.7,1.7,13.2,44,12.2,0.97,65.2,1.54,1.98,77.6,1.62,1,45.9,218.1,103.6,50.5,1173,94,1.05,1.58
Adam Bodzek,de GER,MF,Düsseldorf,de Bundesliga,33,1985,21.7,25.9,31.3,82.5,555.6,132.9,0.37,0.88,42.1,17.7,20.8,85.4,7.74,9.68,80,0,0.01,-0.01,0.28,2.44,0.18,0,2.49,31.3,30.4,0.92,0.83,0,6.91,1.8,0.09,0,0,0,0,18.8,6.22,6.31,1.89,25.3,2.72,0.09,0.41,25.9,0.05,0.65,0.41,0.46,39.8,3.36,14.2,22,4.65,0.6,38.9,0.18,0.28,66.7,0.18,0,21.6,80.8,37.3,23.5,462,90.6,0.41,0.55
Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,24,1995,13.1,49.2,54.6,90.2,780.2,136.4,1.37,3.05,45,40.5,42.9,94.5,7.33,8.63,85,0,0.03,-0.03,0.61,3.66,0.46,0.15,2.21,54.6,53.7,0.84,0.15,0.08,11.2,0.92,1.07,0,0,0,0,42,8.4,4.2,42,9.01,1.98,0.69,0.15,49.2,0.08,0.84,0.61,1.37,66.4,2.14,11.4,37.6,23.5,2.06,65.6,1.76,2.29,76.7,1.76,1,49.6,310.6,155.6,55.5,648,89.1,1.37,1.3
Adrien Silva,pt POR,MF,Monaco,fr Ligue 1,30,1989,13.6,52.9,61.4,86.1,988.8,285.8,0.96,1.54,61.9,40.4,44.9,89.9,11.5,14.9,77.3,0.15,0.1,0.04,1.1,5,0.59,0,6.18,61.4,57.1,4.34,3.24,0.07,9.12,2.5,1.47,0.96,0.29,0.51,0,42.4,9.63,9.41,10.7,46.6,2.21,0.15,0.88,52.9,0,0.66,0.66,0.74,72.7,2.35,14.4,48.1,14.2,0.37,68.5,1.25,2.28,54.8,1.32,0,47.9,208.8,111.9,51.8,668,94.8,1.03,1.25
Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,25,1993,23,32,41.3,77.5,536.7,137.6,1,2.65,37.7,25.5,30.4,83.7,5.52,8.22,67.2,0.04,0.18,-0.14,1.74,3,1.3,0.35,4.43,41.3,39,2.35,0.74,0.09,11.3,0.7,2.57,0.17,0.04,0.04,0.04,27.2,8.78,5.35,6.04,32.4,1.35,0.57,0.57,32,0.17,0.43,1.13,1.65,53.7,0.35,5.35,26.3,25.6,4.48,51.6,1.22,2.17,56,1.35,3,36.7,208.5,104,52,900,75.3,2.48,1.74
Alaixys Romao,tg TOG,MF,Reims,fr Ligue 1,35,1984,19.8,41.3,49.4,83.6,852.9,187.7,0.61,1.46,41.4,29.4,33.6,87.5,11.3,14.3,78.5,0,0.05,-0.05,0.66,3.74,0.66,0.05,4.49,49.4,46.9,2.58,2.37,0.1,10.8,1.26,0.25,0,0,0,0,32.4,9.29,7.73,6.62,39.9,1.52,0.2,0.35,41.3,0,0.81,1.16,0.76,60.8,3.18,19.4,38.8,7.22,0.76,59.2,0.91,1.11,81.8,0.91,0,39.6,229.9,107.5,41.2,773,94.7,0.56,0.66
Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,18.4,39.4,45.2,87.1,683.8,203,1.25,2.01,62.2,31,34.9,88.6,7.17,8.26,86.8,0.05,0.05,0.01,1.03,4.18,0.87,0.05,4.78,45.2,42.2,2.99,2.61,0.05,7.45,0.87,0.49,0,0,0,0,31.7,8.42,5.05,4.35,37.2,1.96,0.38,0.49,39.4,0.05,0.33,0.22,0.87,56.1,2.94,14.2,35.8,10.3,1.29,53.8,1.24,1.55,80,1.24,2,36.1,239.4,137.7,36.2,641,91.3,0.52,1.29
Aleix Febas,es ESP,MF,Mallorca,es La Liga,23,1996,16.3,29.2,35,83.5,441.9,105.7,1.41,2.45,57.5,24.4,28,87.3,3.37,4.54,74.3,0.18,0.09,0.1,1.17,1.9,0.55,0,2.82,35,34.2,0.74,0.61,0.12,9.51,0.74,0.12,0,0,0,0,26.9,5.34,2.76,5.21,28.8,0.74,0,0.12,29.2,0.12,0.61,1.17,0.67,46.5,0.53,7.59,26,15.9,2.35,45.8,1.35,2.35,57.5,1.35,2,37,200.9,104.4,42.7,587,80.9,1.71,2.41
Aleix Vidal,es ESP,MF,Alavés,es La Liga,29,1989,22.6,25.8,35.4,72.9,506.1,166.4,0.58,1.73,33.3,19.2,23.5,81.9,6.02,10.2,58.9,0.18,0.17,0,1.73,2.43,1.19,0.58,5.18,35.4,29.1,6.28,2.83,0.09,6.95,2.12,4.51,1.9,0.53,0.71,0.18,20.7,6.95,7.74,3.72,28.8,1.19,0.97,0.4,25.8,0.22,1.06,0.88,1.33,44.8,0.8,6.02,24.1,18.7,1.9,39,0.93,2.08,44.7,1.15,3,27.4,195.3,105.1,40.4,645,70.6,1.68,0.88
Aleksandr Golovin,ru RUS,MF,Monaco,fr Ligue 1,23,1996,22.9,38,49.7,76.6,704.2,206.7,0.87,2.36,37,28.2,32.5,86.6,9,14.8,60.9,0.17,0.2,-0.03,1.97,4.06,1.22,0.04,6.24,49.7,44,5.63,1.92,0.22,11.1,2.97,5.55,3.54,1.05,1.88,0.22,32.4,6.86,10.4,6.72,41.2,0.87,0.17,0.31,38,0.35,1.05,1.22,1.35,61.6,1.44,9,34.8,24.9,2.58,56.2,2.36,3.32,71.1,2.45,1,44.5,368.3,207.9,46.6,922,86.4,1.44,0.96
Alessandro Murgia,it ITA,MF,SPAL,it Serie A,22,1996,13,32.3,40.4,80,566.1,163.1,0.92,1.54,60,25.2,28.2,89.3,6.23,10.7,58.3,0.08,0.12,-0.05,2.08,2.46,0.38,0.23,4.62,40.4,33.5,6.85,3.08,0.15,6.38,0.92,5.23,3.69,1.54,1,0.62,24.9,5.85,9.62,4.92,32.2,1.54,0.08,0.77,32.3,0.08,0.77,0.23,0.69,49.7,2.31,11.8,24.2,15.8,1.38,42.8,0.77,0.92,83.3,0.77,0,30,124,59.8,32.7,372,87.5,0.62,1.08
Alessandro Schöpf,at AUT,MF,Schalke 04,de Bundesliga,25,1994,14.9,34.1,41.5,82.2,513.4,105.8,1.48,3.29,44.9,28.3,32.2,87.9,4.3,5.97,71.9,0.07,0.06,0.01,0.67,1.48,0.34,0.07,2.21,41.5,40.4,1.07,0.47,0,10,0.4,1.07,0.07,0,0.07,0,26.1,10.3,5.03,12,27,1.28,0.54,0.27,34.1,0.27,0.6,0.4,1.54,53.9,0.94,11.2,25.3,21.7,2.35,53.1,1.68,3.29,51,1.81,1,38.7,238.7,119.1,45.4,537,79.3,2.15,2.42
Alexis Blin,fr FRA,MF,Amiens,fr Ligue 1,22,1996,20.5,42.6,50.7,84,784,198.1,0.78,1.41,55.2,33.3,37.9,87.9,8.59,11.5,74.9,0.05,0.03,0.02,0.34,3.41,0.2,0,4.44,50.7,48.9,1.85,1.46,0.05,8.98,1.46,0.78,0.24,0.15,0,0.05,35.6,6.54,8.59,4.59,41.9,2.59,0.1,0.54,42.6,0.1,0.68,1.07,0.63,60.5,3.27,15.7,40.9,6.15,0.15,59,0.63,0.78,81.3,0.68,1,37.9,160.3,70.8,39.5,765,94.4,0.44,0.68
Alfredo Morales,us USA,MF,Düsseldorf,de Bundesliga,29,1990,18.9,21.7,30.3,71.6,404.5,113.8,0.79,1.85,42.9,16.3,21.6,75.3,4.6,6.83,67.4,0.11,0.04,0.07,0.42,2.12,0.48,0.11,3.23,30.3,29.8,0.53,0.26,0.16,8.89,1.06,0.69,0,0,0,0,16.7,6.46,7.14,4.18,19.1,3.49,0.11,0.37,21.7,0.16,0.63,0.53,0.95,43.1,2.49,10.4,23.6,11.3,2.01,42.6,1.16,1.75,66.7,1.16,0,24.1,110.5,53.1,31.7,468,78,1.32,1.64
Allan,br BRA,MF,Napoli,it Serie A,28,1991,12.8,51,58.8,86.8,952.5,235.2,0.86,2.42,35.5,38.7,41.9,92.4,11.5,14.5,79.5,0.08,0.09,-0.02,1.17,5.55,0.47,0.08,4.22,58.8,56.3,2.5,1.33,0.23,10.5,1.09,0.94,0,0,0,0,43.8,7.5,7.5,5.23,50.6,1.09,1.17,0.23,51,0.08,0.47,1.02,1.95,71.2,1.72,14.4,44.3,17.3,1.17,69.1,1.25,2.11,59.3,1.41,2,52.9,269.7,126.8,54.9,656,93.3,1.09,1.41
Ander Guevara,es ESP,MF,Real Sociedad,es La Liga,22,1997,10.4,56.3,65.4,86,1046.2,261.8,0.38,1.25,30.8,45.1,50.1,90,10.8,14,76.7,0,0.05,-0.05,0.77,4.81,0.1,0,4.23,65.4,63.2,2.21,1.83,0,13.3,1.54,0.19,0.29,0.1,0,0,47.2,10.4,7.79,12,49.1,2.98,0.1,0.38,56.3,0.29,0.96,1.35,1.06,75.8,2.88,19.7,52.3,9.04,0.38,73.8,0.96,1.15,83.3,0.96,0,51.7,288.8,161.7,53.8,535,95.7,0.96,0.87
Andre-Frank Zambo Anguissa,cm CMR,MF,Villarreal,es La Liga,23,1995,22.1,45.7,52,87.9,788.8,194.9,0.68,1.4,48.4,38.3,42.1,91,6.79,8.55,79.4,0,0.03,-0.03,0.63,4.07,0.54,0,4.07,52,51,1.04,0.68,0,8.55,1.13,0.45,0,0,0,0,39.6,6.79,5.61,6.61,41.2,1.95,0.32,0.36,45.7,0.09,0.5,0.5,0.72,66,2.81,14.1,41.6,15.2,1.58,65.1,3.12,3.67,85.2,3.17,1,47.1,301.6,144.9,50.5,980,87.8,1.67,1.63
Andrea Poli,it ITA,MF,Bologna,it Serie A,29,1989,19.2,44.3,49.7,89.2,767.3,199.9,1.04,1.46,71.4,35.7,38.5,92.7,7.6,9.74,78.1,0,0.08,-0.08,0.73,5.47,0.94,0.16,4.79,49.7,47.9,1.82,1.41,0.26,8.54,0.42,0.73,0.05,0.05,0,0,40.3,5.21,4.22,5.47,42.2,1.09,0.31,0.16,44.3,0.1,0.57,1.04,0.47,58.4,1.67,10.1,36.3,15.3,1.35,56.9,0.94,1.3,72,1.04,0,43.2,206.9,94.1,44.9,783,90.8,0.73,0.73
Andrea Tabanelli,it ITA,MF,Lecce,it Serie A,29,1990,10.7,26.3,33,79.6,454.4,115.6,0.75,1.87,40,21.7,25.7,84.4,3.83,5.42,70.7,0,0.01,-0.01,0.47,2.62,0.56,0.19,2.71,33,31.9,1.12,0.75,0,7.2,0.28,1.12,0.09,0,0,0,22.6,5.23,5.14,5.05,25,1.78,0.28,0.19,26.3,0.09,0.65,0.28,1.12,46.7,2.52,12.9,23.6,14.3,3.55,45.9,1.21,2.15,56.5,1.4,2,33.5,230.9,128.2,39,344,82.5,1.87,1.87
Andrés Guardado,mx MEX,MF,Betis,es La Liga,32,1986,18.2,38.6,45.7,84.5,777.9,169.4,0.66,1.59,41.4,28.1,31,90.6,9.89,13.1,75.3,0.16,0.13,0.03,1.37,3.57,0.77,0.16,3.85,45.7,44.1,1.65,0.66,0,8.52,1.48,0.88,0.11,0.05,0.05,0,30.1,7.64,7.97,37.6,5.11,1.65,0.82,0.16,38.6,0.27,0.93,0.77,0.71,54.3,2.25,11,34.5,12.3,1.1,52.9,0.88,1.1,80,0.88,1,39.6,218.5,100.2,40.9,690,92.6,1.21,0.88
Angelo Fulgini,fr FRA,MF,Angers,fr Ligue 1,22,1996,17.5,42.3,53.1,79.7,715,216.7,1.09,3.03,35.8,33.9,38.9,87.2,7.31,11.2,65.3,0.06,0.13,-0.07,1.66,4.11,1.43,0.34,6.4,53.1,48.7,4.46,1.77,0,11,1.66,3.37,2.17,0.46,1.2,0.29,38.5,7.83,6.8,4.74,45.6,0.91,0.46,0.51,42.3,0.17,0.8,1.37,2.06,68.3,0.63,10.7,36.3,27.1,3.03,64.3,3.49,4.57,76.3,3.54,12,54.1,336.1,196.5,57.9,873,86.1,2.23,2.4
Antonino Barillà,it ITA,MF,Parma,it Serie A,31,1988,14,18,24.6,73.3,324.2,94.3,0.29,1.07,26.7,14.4,17.4,83.1,3.29,6.14,53.5,0,0.06,-0.06,0.71,1.36,0.21,0.07,2.14,24.6,23.5,1.07,0.14,0.14,4.79,0.79,1.64,0.64,0.21,0.21,0,14.6,4.43,5.57,17.4,4.71,1.64,0.14,0.14,18,0.21,0.64,0.86,0.86,37,2.57,10.6,18.1,10.7,1.79,35.9,0.36,0.93,38.5,0.43,0,21.2,114.1,60.4,26.6,300,80.4,1.43,1.07
Arthur Melo,br BRA,MF,Barcelona,es La Liga,22,1996,13.1,73,80.5,90.7,1260.8,244.5,1.83,3.51,52.2,58.2,61.8,94.1,13,15.1,85.9,0.23,0.08,0.15,0.76,7.56,0.92,0,4.27,80.5,76.8,3.66,1.91,0.15,15.6,1.76,0.99,1.07,0.46,0.23,0.08,64.8,10.3,5.34,2.75,75.6,1.22,0.69,0.15,73,0.23,0.69,0.76,1.45,89.8,1.53,12.6,58.7,26,1.22,87.2,2.21,2.52,87.9,2.21,1,76,441.8,189.5,82.9,994,91.5,1.6,1.3
Artur Ioniță,md MDA,MF,Cagliari,it Serie A,28,1990,14.5,26.8,32.2,83.1,410.7,95.8,0.62,1.45,42.9,22.7,25.7,88.2,3.45,5.03,68.5,0.07,0.03,0.03,0.9,1.52,0.41,0.14,2.28,32.2,31.2,1.03,0.55,0,7.66,0.34,1.38,0,0,0,0,21.7,4.69,5.86,6.34,21,2.28,0.41,0.55,26.8,0,0.48,0.34,0.62,41,1.86,9.1,22.8,11.8,1.79,40,0.76,1.17,64.7,0.76,0,26,158.2,80.9,32.7,373,78.7,0.48,1.1
Arturo Vidal,cl CHI,MF,Barcelona,es La Liga,32,1987,13,57.4,65,88.3,914.7,184.4,1.85,3.31,55.8,48.1,52.8,91,7.46,8.85,84.3,0.15,0.22,-0.06,1.15,3.62,0.85,0.15,3.54,65,63.9,1.08,0.77,0.15,10.5,1,0.77,0,0,0,0,51.5,8.38,5.15,10.8,50.8,1.54,0.31,0.23,57.4,0.15,0.46,0.92,1.54,76.2,1.15,10.8,42.1,26,3.92,75.7,0.54,1.15,46.7,0.54,2,56.1,176.5,86.3,71.5,805,86.6,1.38,0.54
Ashley Westwood,eng ENG,MF,Burnley,eng Premier League,29,1990,27,35.9,48.8,73.6,740,220.7,0.78,1.59,48.8,24.4,28.8,84.8,10.7,18.4,58.2,0.19,0.15,0.04,1.37,4.19,0.56,0.19,5.63,48.8,43,5.85,1.74,0.22,8.56,2.41,4.15,2.74,2.44,0.04,0.07,26.3,8.7,13.9,2.67,43.6,1.81,0.07,0.15,35.9,0.26,1.19,0.41,1.04,55.6,1.96,8.3,34.3,14.4,0.52,49.8,0.3,0.63,47.1,0.3,0,31.1,114.9,47.4,34.9,856,90.8,0.37,0.48
Aurélien Tchouaméni,fr FRA,MF,Bordeaux,fr Ligue 1,19,2000,12.3,48.1,55.9,86,907,268.9,0.49,1.38,35.3,38,42.8,88.8,9.67,11.8,82.1,0.08,0.01,0.07,0.33,3.58,0.16,0,6.02,55.9,54.6,1.3,1.3,0,15,0.73,0.08,0,0,0,0,45.3,5.85,4.8,6.18,47,1.71,0,0.16,48.1,0.16,0.41,1.46,0.81,65.6,2.2,16.9,45.9,7.07,0.89,64.6,1.06,1.38,76.5,1.14,0,49.3,246.6,119.7,49.5,571,93.8,0.41,1.54
Axel Witsel,be BEL,MF,Dortmund,de Bundesliga,30,1989,23.9,67.9,72.2,94,1173.3,205.1,1,1.72,58.5,55.3,57.5,96.1,11.6,12.9,89.6,0.21,0.11,0.1,0.54,5.44,0.33,0.08,3.43,72.2,69.8,2.38,2.01,0,11.3,1.42,0.29,0,0,0,0,62,6.49,3.68,5.15,64.6,1.13,0.38,0.42,67.9,0.04,0.38,0.54,0.67,80.7,2.18,17.4,53.9,14,1.63,78.6,0.79,1,79.2,0.84,0,63,301.8,113.2,67.1,1520,94.8,0.42,1.21
Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,24,1995,27.8,40.2,48.2,83.4,832.6,219.8,0.58,1.76,32.7,29,32.3,89.5,10.6,14.1,75.5,0.04,0.03,0,0.36,5.04,0.32,0.04,4.39,48.2,47.4,0.83,0.68,0.18,8.71,2.63,0.43,0,0,0,0,31.3,7.41,9.46,4.35,39.3,3.09,0.14,0.18,40.2,0.07,0.76,0.72,1.22,60.2,2.34,16.1,38.5,9.21,1.01,59.6,1.4,1.98,70.9,1.51,1,38.6,207.7,112.3,38.7,1015,94.3,0.79,0.65
Benjamin André,fr FRA,MF,Lille,fr Ligue 1,28,1990,22.8,43,54.3,79.2,758.7,183.1,1.23,2.98,41.2,33.2,39.5,83.9,8.64,11.8,73,0.04,0.04,0,0.57,4.3,0.35,0.18,3.86,54.3,53.4,0.92,0.88,0,12,1.05,0.48,0,0,0,0,34.8,9.82,9.74,6.71,41.3,3.64,0.04,0.35,43,0.31,1.84,1.36,1.4,66.4,2.41,12.6,45.2,12.1,1.01,65.7,1.01,1.18,85.2,1.1,0,41.7,225.7,98,44.2,927,92.1,0.75,1.01
Benjamin Bourigeaud,fr FRA,MF,Rennes,fr Ligue 1,25,1994,21.1,43.8,58,75.6,968.9,266.1,0.57,1.9,30,29.7,34.3,86.5,13.6,21.8,62.3,0.09,0.1,-0.01,1.23,4.83,1,0.38,6.78,58,51.7,6.3,2.89,0,9.86,4.64,5.83,2.7,0.85,1.23,0.38,32.5,9.19,16.3,5.59,48.7,2.18,0.71,0.14,43.8,0.14,1.23,0.71,1.66,68.3,1.99,13.8,39,18.6,0.85,61.8,0.71,1.04,68.2,0.81,0,43.4,195,101.8,49.1,916,88.5,1.09,0.47
Blaise Matuidi,fr FRA,MF,Juventus,it Serie A,32,1987,18.2,39.5,45.7,86.4,577.1,141.1,1.7,2.75,62,34,37.5,90.5,3.85,5.44,70.7,0.11,0.06,0.05,0.88,2.8,0.71,0.16,2.86,45.7,44,1.76,0.55,0.11,6.26,0.55,1.7,0.05,0,0,0,36,6.1,3.63,36.8,5.66,1.21,1.1,0.44,39.5,0.16,0.55,0.66,1.21,56.7,1.26,8.68,32,18,2.09,55,0.6,1.32,45.8,0.77,2,37.1,146.5,57.7,49.6,768,85.1,1.37,1.48
Bongani Zungu,za RSA,MF,Amiens,fr Ligue 1,26,1992,11,39.7,48.9,81.2,756.7,214,0.82,1.36,60,30.2,35.1,86,8.73,12.5,70.1,0,0.03,-0.03,0.27,3.55,0.18,0.09,4.82,48.9,47.5,1.36,1.18,0.09,9,2.18,0.18,0,0,0,0,33.2,6.36,9.36,2.45,41.5,3,0,0.64,39.7,0,0.64,1.73,0.27,59.9,2.45,13.1,41.1,7.73,0.45,59,0.45,1,45.5,0.73,0,39.7,165.9,74.8,40.3,410,92.6,0.73,1.18
Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,20,1999,13.5,49.9,55.3,90.2,980,221.3,0.89,1.41,63.2,35.9,38.9,92.4,13,15,87.1,0,0.04,-0.04,0.81,6.89,0.37,0.07,4.96,55.3,54.4,0.89,0.74,0.07,10.7,1.41,0.22,0,0,0,0,43.3,7.11,4.81,8.81,44,1.63,0.07,0,49.9,0.07,0.37,0.81,0.59,63,0.89,9.7,48.6,10.2,0.44,62.3,1.41,1.56,90.5,1.48,0,48,302.2,131.6,50.1,639,94.5,0.89,1.33
Bryan Cristante,it ITA,MF,Roma,it Serie A,24,1995,11.5,50.4,58.7,85.9,1097.7,308.2,0.09,1.04,8.3,35.8,39.8,90,14.5,17.8,81.5,0.17,0.09,0.09,1.04,7.65,0.78,0,5.65,58.7,57.3,1.39,1.39,0.35,12.3,2.09,0,0,0,0,0,42.6,6.78,9.3,8,48.6,1.74,0,0.09,50.4,0,0.35,1.04,0.7,68.6,2.71,15.9,45.6,12.2,1.27,67.2,0.93,1.19,78.6,0.93,0,48.1,305.5,155.9,53.8,598,94.2,0.51,0.85
Carlos Soler,es ESP,MF,Valencia,es La Liga,22,1997,17.8,23.3,29.9,77.9,391.6,112.2,0.51,1.4,36,19.4,22.5,86.3,3.43,6.07,56.5,0,0.06,-0.06,0.56,2.19,1.12,0.06,3.37,29.9,29.2,0.79,0.34,0.11,5.51,0.79,0.79,0.28,0.11,0.17,0,19.8,5.67,4.49,3.15,25.1,0.9,0.11,0.17,23.3,0.39,0.51,0.9,1.07,38.4,1.57,7.02,21.1,12.1,2.25,37.6,0.73,1.12,65,0.84,1,24.6,128.9,59,33.7,477,79.6,1.85,0.79
Casemiro,br BRA,MF,Real Madrid,es La Liga,27,1992,27.7,53.1,63.5,83.6,1077.6,274.3,1.41,2.56,54.9,37.7,42.5,88.8,14,18.5,75.6,0.07,0.01,0.06,0.25,5.45,0.58,0.11,4.69,63.5,62.2,1.37,1.37,0.25,10.3,4.4,0.69,0,0,0,0,40.3,9.03,14.2,6.06,51.7,3.47,0,0.58,53.1,0.25,1.01,0.94,1.12,76.2,4.12,20.1,48.2,11.3,1.08,75,0.58,0.94,61.5,0.58,1,44.2,179.7,99.7,52.7,1390,95.2,0.43,0.61
Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,32,1987,10.3,60.5,73.9,81.9,1146.8,408.8,1.36,2.52,53.8,46.7,52.2,89.4,12.4,19.1,65,0.29,0.24,0.05,2.23,7.67,2.14,0.29,12.3,73.9,67.8,6.12,3.2,0.29,12.8,2.82,2.91,2.14,0.58,1.07,0.1,46.7,13.2,14,7.48,63.2,1.55,0.58,0.19,60.5,0.49,0.87,1.07,1.65,80.1,1.75,12.1,44.4,27.6,2.62,74.1,0.58,0.78,75,0.58,0,54,202.1,108,71.7,652,88.2,0.87,0.58
Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,23,59.2,68.9,86,1084.3,332.3,0.78,2,39.1,47.2,51.7,91.3,11.3,15.2,74,0.13,0.07,0.06,1,6,0.39,0,7.57,68.9,67,1.87,1.7,0,11.9,1,0.52,0.13,0,0.13,0,46.5,13.4,8.96,10.1,55.7,2.35,0.04,0.35,59.2,0.39,0.83,1.26,1.3,79,2,15.8,54.9,12.3,0.96,77.7,0.57,0.96,59.1,0.61,1,52.9,228.5,102.4,61.4,1312,92.9,0.78,0.91
Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,29,1989,23.1,22.6,29.6,76.2,359.9,109.1,0.87,2.08,41.7,18.3,22.4,81.6,3.42,5.15,66.4,0.04,0.04,0,0.35,1.39,0.3,0.04,2.21,29.6,29.2,0.43,0.26,0,7.66,0.17,0.56,0,0,0,0,19,5.28,5.32,2.47,22.3,2.29,0.17,0.43,22.6,0.04,0.56,0.61,1.08,42.9,2.82,13.7,22.1,9.37,2.06,42.4,0.67,1.34,50,0.76,1,24.4,124.2,59.9,30.9,578,78.5,1.47,0.8
Christian Gentner,de GER,MF,Union Berlin,de Bundesliga,33,1985,26.1,28,38.5,72.8,484.6,145.9,0.65,2.34,27.9,22.6,28.1,80.5,4.79,8.08,59.2,0.04,0.07,-0.03,0.92,3.68,0.96,0.23,3.83,38.5,36.3,2.22,0.77,0,6.63,0.46,1.07,0.04,0,0.04,0,19.4,10.3,8.85,5.71,27.8,3.52,0.11,0.54,28,0.31,0.84,0.73,1.84,50.9,2.76,10.9,29,13.3,1.92,48.9,0.69,0.88,78.3,0.77,0,25.9,129.8,59,34.3,752,83.9,1.07,0.88
Christoph Kramer,de GER,MF,M'gladbach,de Bundesliga,28,1991,15.3,47.5,56.4,84.2,829.3,205.7,1.11,2.22,50,38.4,43.7,87.9,7.97,10.5,76.3,0,0.03,-0.03,0.46,3.4,0.59,0.07,3.53,56.4,54.3,2.09,1.9,0.07,8.82,1.05,0.46,0.07,0,0,0.07,38.1,10.4,7.91,8.56,43.7,2.75,0.13,0.07,47.5,0.26,0.65,1.11,0.98,66.7,2.48,18.2,40.5,11.6,0.78,64.8,0.98,1.18,83.3,0.98,1,42,196.1,93.5,47.5,667,91.9,0.65,0.72
Conor Hourihane,ie IRL,MF,Aston Villa,eng Premier League,28,1991,12.3,31.9,40.2,79.4,600.7,168.6,1.22,2.11,57.7,23.5,26.7,88.1,7.15,11.4,62.9,0.16,0.32,-0.15,2.2,2.93,0.81,0.41,4.31,40.2,32,8.21,3.82,0.16,5.61,1.87,5.28,2.6,0.98,0.81,0,27.4,5.45,7.32,34.8,3.58,0.98,0.49,0.08,31.9,0.16,0.81,0.73,0.98,49.7,2.56,8.4,22.4,20.6,2.16,41.3,0.32,0.56,57.1,0.32,0,27,106.2,43.3,35,363,82.9,0.72,0.56
Cristian Battocchio,it ITA,MF,Brest,fr Ligue 1,27,1992,15.5,43,54.1,79.5,889.5,240.5,0.52,1.55,33.3,30.3,34.6,87.5,12.3,18,68.1,0.06,0.08,-0.01,1.03,3.48,0.45,0,5.23,54.1,49.5,4.65,2.32,0.06,9.55,3.16,2.84,1.74,0.9,0.58,0.06,31,11.5,11.7,3.55,46.2,2.65,0.58,0.84,43,0.06,1.1,0.65,1.16,64.5,2.58,18.1,34.5,15.5,1.42,59.6,0.65,0.84,76.9,0.65,1,39.7,184.8,97.4,44.4,619,90,0.77,0.65
